date,total_volume,avg_pnl,trades,classification
2023-03-28,477.0,0.0,3,Greed
2023-11-14,11555429.76,0.1488070401913875,1045,Greed
2024-03-09,39406770.25,25.418772159436944,6962,Extreme Greed
2024-07-03,21843234.35,22.229712656210616,7141,Neutral
2024-10-27,103947765.09,90.50427150248291,35241,Greed
2025-02-19,704158492.98,50.047621894017375,133871,Fear
2025-06-15,310275273.03,2.6597436161121624,26961,
